train_acc,train_loss,lr,test_acc,test_loss
0.8,0.4862337112426758,5e-05,0.9,0.5127871990203857
0.8,0.4879588603973389,5e-05,0.9,0.5174168586730957
0.8,0.48702383041381836,5e-05,0.9,0.5129619121551514
0.8,0.4805446624755859,5e-05,0.9,0.5005332946777343
0.8,0.477518367767334,5e-05,0.9,0.49584178924560546
0.8,0.47991790771484377,5e-05,0.9,0.5018181324005127
0.8,0.48180208206176756,5e-05,0.9,0.5093582153320313
0.8,0.48269124031066896,5e-05,0.9,0.5077278137207031
0.8,0.48871440887451173,5e-05,0.95,0.5160376071929932
0.8,0.4768233776092529,5e-05,0.9,0.4974487781524658
0.85,0.47997679710388186,5e-05,0.9,0.5043501377105712
0.8,0.48035645484924316,5e-05,0.9,0.5040717124938965
0.8,0.48161067962646487,5e-05,0.9,0.510191011428833
0.85,0.4821460247039795,5e-05,0.85,0.500518798828125
0.8,0.4773214817047119,5e-05,0.9,0.49704856872558595
0.8,0.4799473285675049,5e-05,0.9,0.5035724639892578
0.85,0.48175201416015623,5e-05,0.9,0.5083028316497803
0.8,0.4814604759216309,5e-05,0.9,0.5047848701477051
0.8,0.4739121913909912,5e-05,0.9,0.4933220386505127
0.8,0.47461705207824706,5e-05,0.9,0.49684782028198243
0.8,0.47768478393554686,5e-05,0.9,0.4998941421508789
0.8,0.4726292133331299,5e-05,0.9,0.4995048999786377
0.8,0.4745046138763428,5e-05,0.9,0.5008169174194336
0.8,0.4738396167755127,5e-05,0.9,0.49318842887878417
0.8,0.4712268829345703,5e-05,0.9,0.4917710304260254
0.8,0.4702605247497559,5e-05,0.9,0.49269695281982423
0.8,0.4699070930480957,5e-05,0.9,0.4888622760772705
0.85,0.4757837772369385,5e-05,0.9,0.5041176319122315
0.8,0.47156982421875,5e-05,0.9,0.4918123722076416
0.8,0.4738283157348633,5e-05,0.9,0.4995588302612305
0.8,0.47383856773376465,5e-05,0.9,0.5033742904663085
0.8,0.4763303279876709,5e-05,0.9,0.5052437305450439
0.8,0.47190680503845217,5e-05,0.9,0.4932568073272705
0.8,0.47054448127746584,5e-05,0.9,0.49248476028442384
0.8,0.4693565845489502,5e-05,0.9,0.48972511291503906
0.8,0.46804208755493165,5e-05,0.9,0.485566520690918
0.85,0.47424564361572263,5e-05,0.9,0.5032549381256104
0.8,0.47025308609008787,5e-05,0.9,0.49353418350219724
0.8,0.47110486030578613,5e-05,0.9,0.4974501609802246
0.8,0.4749718189239502,5e-05,0.9,0.4960956573486328
0.8,0.4661731243133545,5e-05,0.9,0.4847569942474365
0.8,0.4655285358428955,5e-05,0.9,0.48531193733215333
0.8,0.4739842891693115,5e-05,0.9,0.49647889137268064
0.8,0.47063002586364744,5e-05,0.9,0.4869120121002197
0.8,0.46504645347595214,5e-05,0.9,0.482818603515625
0.85,0.48237004280090334,5e-05,0.85,0.5096539497375489
0.85,0.47881278991699217,5e-05,0.85,0.5109368324279785
0.8,0.4702931880950928,5e-05,0.9,0.49724726676940917
0.8,0.4727806568145752,5e-05,0.9,0.4942183017730713
0.8,0.4694462776184082,5e-05,0.9,0.4960819721221924
0.8,0.46326775550842286,5e-05,0.9,0.48567609786987304
0.8,0.46548662185668943,5e-05,0.9,0.4853391647338867
0.8,0.46843581199645995,5e-05,0.9,0.49062108993530273
0.8,0.46881732940673826,5e-05,0.9,0.49434695243835447
0.85,0.4657163619995117,5e-05,0.9,0.48795351982116697
0.85,0.4701488971710205,5e-05,0.9,0.4922382354736328
0.8,0.47045178413391114,5e-05,0.9,0.4916667938232422
0.8,0.4678006649017334,5e-05,0.9,0.48480677604675293
0.8,0.4629839897155762,5e-05,0.9,0.47582259178161623
0.8,0.46346120834350585,5e-05,0.9,0.4814955234527588
0.8,0.4644796371459961,5e-05,0.9,0.48485441207885743
0.85,0.4649374008178711,5e-05,0.9,0.48483800888061523
0.85,0.46768975257873535,5e-05,0.9,0.49582901000976565
0.8,0.468692684173584,5e-05,0.9,0.49346346855163575
0.8,0.47204113006591797,5e-05,0.9,0.4900691986083984
0.8,0.4648916721343994,5e-05,0.9,0.4864649295806885
0.8,0.46090245246887207,5e-05,0.9,0.48125152587890624
0.8,0.46444053649902345,5e-05,0.9,0.48160662651062014
0.8,0.46831340789794923,5e-05,0.9,0.4875246524810791
0.8,0.4656178951263428,5e-05,0.9,0.48844246864318847
0.85,0.4626558780670166,5e-05,0.9,0.48238339424133303
0.85,0.46642155647277833,5e-05,0.9,0.4903137683868408
0.85,0.473923921585083,5e-05,0.85,0.5061604976654053
0.8,0.473633337020874,5e-05,0.9,0.505882740020752
0.8,0.46588935852050783,5e-05,0.9,0.49276251792907716
0.8,0.4627506732940674,5e-05,0.9,0.4855811595916748
0.85,0.4608649730682373,5e-05,0.9,0.4760777473449707
0.8,0.46575517654418946,5e-05,0.9,0.49204864501953127
0.85,0.4688541889190674,5e-05,0.9,0.49344768524169924
0.8,0.4668912887573242,5e-05,0.9,0.4920754909515381
0.8,0.4624305725097656,5e-05,0.9,0.4829232215881348
0.8,0.4593222618103027,5e-05,0.9,0.47535099983215334
0.8,0.4610076904296875,5e-05,0.9,0.4826091766357422
0.8,0.46707754135131835,5e-05,0.9,0.49239091873168944
0.8,0.4612938404083252,5e-05,0.9,0.48579978942871094
0.8,0.4601766586303711,5e-05,0.9,0.480987548828125
0.8,0.4609688282012939,5e-05,0.9,0.4843778610229492
0.8,0.4629376888275146,5e-05,0.9,0.49318547248840333
0.8,0.4602761745452881,5e-05,0.9,0.48406257629394533
0.85,0.46263751983642576,5e-05,0.85,0.4885427474975586
0.85,0.464906120300293,5e-05,0.9,0.4974672317504883
0.85,0.47414679527282716,5e-05,0.85,0.5082052230834961
0.85,0.46366233825683595,5e-05,0.9,0.4907560348510742
0.8,0.4587540149688721,5e-05,0.9,0.47968325614929197
0.8,0.4649289608001709,5e-05,0.9,0.4939237594604492
0.85,0.46789207458496096,5e-05,0.9,0.4903841018676758
0.85,0.4643531322479248,5e-05,0.95,0.4853377342224121
0.8,0.46355085372924804,5e-05,0.95,0.4869860649108887
0.8,0.45665936470031737,5e-05,0.9,0.4772998809814453
0.8,0.45780105590820314,5e-05,0.9,0.4815185070037842
0.8,0.4565287590026855,5e-05,0.9,0.4797214031219482
0.85,0.4605008602142334,5e-05,0.9,0.4885997772216797
0.8,0.4577929019927979,5e-05,0.9,0.4824992179870605
0.8,0.45667119026184083,5e-05,0.9,0.47554583549499513
0.8,0.45773963928222655,5e-05,0.9,0.4738475799560547
0.8,0.45649266242980957,5e-05,0.9,0.47426815032958985
0.8,0.45474843978881835,5e-05,0.9,0.46927781105041505
0.85,0.46494250297546386,5e-05,0.85,0.4909465789794922
0.8,0.46245737075805665,5e-05,0.9,0.48569698333740235
0.8,0.4543282508850098,5e-05,0.9,0.4680016994476318
0.85,0.45724902153015134,5e-05,0.85,0.4779501438140869
0.85,0.45766239166259765,5e-05,0.9,0.48234920501708983
0.8,0.4602940559387207,5e-05,0.9,0.48182106018066406
0.8,0.4557653427124023,5e-05,0.9,0.4784050464630127
0.8,0.4517397880554199,5e-05,0.9,0.47377376556396483
0.8,0.45651631355285643,5e-05,0.9,0.4835788726806641
0.8,0.4558427333831787,5e-05,0.9,0.47858529090881347
0.8,0.45638599395751955,5e-05,0.9,0.4785575866699219
0.8,0.454066801071167,5e-05,0.9,0.48157668113708496
0.8,0.45627689361572266,5e-05,0.9,0.48110384941101075
0.8,0.4555366039276123,5e-05,0.9,0.4779939651489258
0.8,0.45334224700927733,5e-05,0.9,0.4787910461425781
0.8,0.44784088134765626,5e-05,0.9,0.4642889976501465
0.8,0.450345516204834,5e-05,0.9,0.4690372943878174
0.8,0.4557185173034668,5e-05,0.9,0.47959122657775877
0.8,0.44997854232788087,5e-05,0.9,0.4697244167327881
0.8,0.4500735759735107,5e-05,0.9,0.4744612693786621
0.85,0.4550934314727783,5e-05,0.9,0.48005356788635256
0.8,0.45365447998046876,5e-05,0.9,0.4841966152191162
0.85,0.45586261749267576,5e-05,0.9,0.4896568298339844
0.85,0.45911388397216796,5e-05,0.9,0.4927674293518066
0.8,0.4599320411682129,5e-05,0.9,0.4868382453918457
0.85,0.45107088088989256,5e-05,0.9,0.4683868885040283
0.8,0.44999032020568847,5e-05,0.9,0.4675959587097168
0.8,0.4466988563537598,5e-05,0.9,0.4595160007476807
0.8,0.45297870635986326,5e-05,0.9,0.4768707275390625
0.8,0.45292186737060547,5e-05,0.9,0.47846164703369143
0.8,0.44753212928771974,5e-05,0.9,0.4626621723175049
0.8,0.45072097778320314,5e-05,0.9,0.46626782417297363
0.85,0.4539151668548584,5e-05,0.9,0.47850561141967773
0.8,0.4464822292327881,5e-05,0.9,0.4679062843322754
0.85,0.45233893394470215,5e-05,0.9,0.4804678916931152
0.85,0.4549252510070801,5e-05,0.9,0.48320255279541013
0.85,0.4519795417785645,5e-05,0.9,0.48301849365234373
0.85,0.4518308639526367,5e-05,0.9,0.48113279342651366
0.8,0.44496917724609375,5e-05,0.9,0.46435022354125977
0.8,0.44495067596435545,5e-05,0.9,0.466795015335083
0.8,0.4450234889984131,5e-05,0.9,0.466900634765625
0.8,0.44293675422668455,5e-05,0.9,0.46587600708007815
0.8,0.4472785472869873,5e-05,0.9,0.4650459289550781
0.8,0.44656858444213865,5e-05,0.9,0.4689900875091553
0.8,0.44465389251708987,5e-05,0.9,0.4669060707092285
0.8,0.44917144775390627,5e-05,0.9,0.48197178840637206
0.8,0.4491589546203613,5e-05,0.9,0.4770496368408203
0.85,0.4512651443481445,5e-05,0.9,0.48136043548583984
0.85,0.45050745010375975,5e-05,0.9,0.47949628829956054
0.8,0.4474764823913574,5e-05,0.9,0.4741520881652832
0.85,0.44563755989074705,5e-05,0.9,0.47162594795227053
0.8,0.453928279876709,5e-05,0.9,0.48297643661499023
0.8,0.44861998558044436,5e-05,0.9,0.48038787841796876
0.8,0.44633307456970217,5e-05,0.9,0.47525453567504883
0.8,0.44349088668823244,5e-05,0.9,0.46002840995788574
0.8,0.4392536640167236,5e-05,0.9,0.45882015228271483
0.8,0.44669361114501954,5e-05,0.9,0.4685230255126953
0.8,0.4446291923522949,5e-05,0.9,0.4635610580444336
0.85,0.4449306964874268,5e-05,0.9,0.4699684143066406
0.8,0.4399268627166748,5e-05,0.9,0.4648080825805664
0.8,0.4447459697723389,5e-05,0.9,0.4720508098602295
0.8,0.4397109031677246,5e-05,0.9,0.46426119804382326
0.8,0.4417372226715088,5e-05,0.9,0.4665688991546631
0.8,0.44975852966308594,5e-05,0.9,0.4822378635406494
0.85,0.4480307579040527,5e-05,0.9,0.4829878807067871
0.8,0.4442455291748047,5e-05,0.9,0.4759634017944336
0.8,0.4403096675872803,5e-05,0.9,0.4679741859436035
0.85,0.4534658908843994,5e-05,0.9,0.49766201972961427
0.85,0.45270299911499023,5e-05,0.9,0.48265781402587893
0.8,0.44577488899230955,5e-05,0.9,0.4766684055328369
0.85,0.4477100849151611,5e-05,0.9,0.48521037101745607
0.85,0.45671768188476564,5e-05,0.85,0.49463138580322263
0.85,0.46784086227416993,5e-05,0.85,0.5145513534545898
0.85,0.4619307518005371,5e-05,0.85,0.4989678382873535
0.8,0.4515651226043701,5e-05,0.9,0.4859143257141113
0.85,0.4481819629669189,5e-05,0.9,0.4756951808929443
0.8,0.4589524269104004,5e-05,0.95,0.48563413619995116
0.85,0.44072871208190917,5e-05,0.9,0.4570017337799072
0.85,0.4452950477600098,5e-05,0.9,0.4741250514984131
0.85,0.44628491401672366,5e-05,0.95,0.4747791767120361
0.85,0.4414392948150635,5e-05,0.9,0.4619767665863037
0.8,0.4382174968719482,5e-05,0.9,0.46591525077819823
0.8,0.43784446716308595,5e-05,0.9,0.46734819412231443
0.8,0.4418641090393066,5e-05,0.9,0.4740758895874023
0.8,0.43768038749694826,5e-05,0.9,0.45720882415771485
0.8,0.4384920120239258,5e-05,0.9,0.46030778884887696
0.8,0.4480749607086182,5e-05,0.9,0.46284141540527346
0.8,0.4355031967163086,5e-05,0.9,0.4457674980163574
0.8,0.4334834098815918,5e-05,0.9,0.4471325397491455
0.8,0.43610363006591796,5e-05,0.9,0.4565458297729492
0.8,0.43863682746887206,5e-05,0.9,0.46702160835266116
0.85,0.44943861961364745,5e-05,0.85,0.48314499855041504
0.85,0.44831204414367676,5e-05,0.9,0.4842461109161377
0.8,0.4361513614654541,5e-05,0.9,0.45928058624267576
0.85,0.46108059883117675,5e-05,0.85,0.504427433013916
0.85,0.4481507778167725,5e-05,0.9,0.48459882736206056
0.8,0.43694634437561036,5e-05,0.9,0.4591084003448486
0.85,0.43862547874450686,5e-05,0.9,0.46393489837646484
0.8,0.44013671875,5e-05,0.9,0.4710690975189209
0.8,0.43599820137023926,5e-05,0.9,0.46201152801513673
0.8,0.4282362461090088,5e-05,0.9,0.457766056060791
0.85,0.4350886821746826,5e-05,0.9,0.46511993408203123
0.8,0.43914217948913575,5e-05,0.9,0.47956209182739257
0.8,0.43511157035827636,5e-05,0.9,0.4706235885620117
0.8,0.4414856433868408,5e-05,0.9,0.4722646713256836
0.85,0.4359583377838135,5e-05,0.9,0.4538980484008789
0.85,0.4343914031982422,5e-05,0.9,0.4584176063537598
0.8,0.4390231132507324,5e-05,0.9,0.47499098777771
0.8,0.43584327697753905,5e-05,0.9,0.463063907623291
0.8,0.4323751926422119,5e-05,0.9,0.451944637298584
0.8,0.4407787799835205,5e-05,0.9,0.46442160606384275
0.8,0.44271063804626465,5e-05,0.9,0.4691019535064697
0.85,0.4417279243469238,5e-05,0.9,0.4642068862915039
0.85,0.44663281440734864,5e-05,0.9,0.4712024688720703
0.8,0.43813295364379884,5e-05,0.9,0.45711464881896974
0.8,0.4348925590515137,5e-05,0.9,0.4615140438079834
0.8,0.4359713077545166,5e-05,0.9,0.462880277633667
0.8,0.44339537620544434,5e-05,0.9,0.48029360771179197
0.8,0.4382182598114014,5e-05,0.9,0.4665040969848633
0.8,0.43839077949523925,5e-05,0.9,0.4610728740692139
0.8,0.4319790840148926,5e-05,0.9,0.45275259017944336
0.8,0.4320708751678467,5e-05,0.9,0.45614032745361327
0.8,0.4362491607666016,5e-05,0.9,0.4718374729156494
0.85,0.448060941696167,5e-05,0.85,0.49239726066589357
0.85,0.44787774085998533,5e-05,0.9,0.4997713565826416
0.85,0.44172077178955077,5e-05,0.9,0.47989187240600584
0.85,0.45024633407592773,5e-05,0.9,0.49877166748046875
0.8,0.43389668464660647,5e-05,0.9,0.4636500835418701
0.85,0.43221259117126465,5e-05,0.95,0.4533123016357422
0.8,0.42839913368225097,5e-05,0.9,0.4589928150177002
0.8,0.436934757232666,5e-05,0.9,0.46007304191589354
0.8,0.42448110580444337,5e-05,0.9,0.4434216499328613
0.85,0.4346806526184082,5e-05,0.9,0.46400699615478513
0.85,0.431700611114502,5e-05,0.9,0.4553049564361572
0.8,0.43465313911437986,5e-05,0.9,0.46331262588500977
0.8,0.43436393737792967,5e-05,0.9,0.4767038822174072
0.8,0.4242549896240234,5e-05,0.9,0.44907341003417967
0.8,0.43027505874633787,5e-05,0.9,0.4620473861694336
0.8,0.42912817001342773,5e-05,0.9,0.4603055477142334
0.85,0.43019852638244627,5e-05,0.9,0.4615616798400879
0.85,0.43953938484191896,5e-05,0.9,0.4801787376403809
0.85,0.4381427764892578,5e-05,0.9,0.4741248607635498
0.85,0.43515515327453613,5e-05,0.9,0.469738245010376
0.85,0.4355177879333496,5e-05,0.9,0.4698148727416992
0.8,0.4304399013519287,5e-05,0.9,0.4555093765258789
0.8,0.4310351848602295,5e-05,0.9,0.46277008056640623
0.8,0.425629711151123,5e-05,0.9,0.4503329277038574
0.8,0.424653148651123,5e-05,0.9,0.44554576873779295
0.85,0.43048691749572754,5e-05,0.9,0.4567118167877197
0.8,0.4227017879486084,5e-05,0.9,0.4459733486175537
0.8,0.4202291965484619,5e-05,0.9,0.4458838939666748
0.85,0.42829508781433107,5e-05,0.9,0.46770172119140624
0.8,0.42201991081237794,5e-05,0.9,0.4449047088623047
0.85,0.42557597160339355,5e-05,0.9,0.45125656127929686
0.85,0.43178839683532716,5e-05,0.9,0.466135311126709
0.85,0.4279171943664551,5e-05,0.9,0.46326236724853515
0.85,0.4296921730041504,5e-05,0.9,0.4632289409637451
0.85,0.4259636402130127,5e-05,0.9,0.45556049346923827
0.85,0.4184011936187744,5e-05,0.9,0.44229440689086913
0.8,0.42033991813659666,5e-05,0.9,0.44416394233703616
0.8,0.42516460418701174,5e-05,0.9,0.4600187301635742
0.8,0.4214761734008789,5e-05,0.9,0.4564802169799805
0.8,0.42426185607910155,5e-05,0.9,0.4618806838989258
0.8,0.42253737449645995,5e-05,0.9,0.44665184020996096
0.8,0.41638994216918945,5e-05,0.9,0.44609832763671875
0.8,0.4144310474395752,5e-05,0.9,0.44302077293395997
0.8,0.41435956954956055,5e-05,0.9,0.4486416816711426
0.8,0.42378411293029783,5e-05,0.9,0.46926093101501465
0.85,0.4369072914123535,5e-05,0.85,0.48394131660461426
0.8,0.42638440132141114,5e-05,0.9,0.46719956398010254
0.85,0.4327103137969971,5e-05,0.95,0.4617897033691406
0.8,0.4172674655914307,5e-05,0.9,0.4481792449951172
0.8,0.4150352954864502,5e-05,0.9,0.4414478302001953
0.8,0.418243932723999,5e-05,0.9,0.4508521556854248
0.85,0.4207406520843506,5e-05,0.9,0.45771193504333496
0.8,0.421572208404541,5e-05,0.9,0.45131430625915525
0.8,0.42395634651184083,5e-05,0.9,0.4561278820037842
0.85,0.4239772319793701,5e-05,0.95,0.4546842098236084
0.8,0.4137991428375244,5e-05,0.9,0.4421175479888916
0.8,0.4190061092376709,5e-05,0.9,0.4579273223876953
0.8,0.4223512649536133,5e-05,0.9,0.460719633102417
0.8,0.4209314823150635,5e-05,0.9,0.4557082176208496
0.8,0.4206188678741455,5e-05,0.9,0.4583714008331299
0.8,0.41361279487609864,5e-05,0.9,0.4382155895233154
0.8,0.41976337432861327,5e-05,0.9,0.45582733154296873
0.8,0.41539912223815917,5e-05,0.9,0.4557352066040039
0.85,0.42357916831970216,5e-05,0.9,0.4709938049316406
0.85,0.4355644702911377,5e-05,0.85,0.4907928466796875
0.85,0.42828736305236814,5e-05,0.9,0.47006754875183104
0.85,0.4129693031311035,5e-05,0.9,0.4419717788696289
0.8,0.41542620658874513,5e-05,0.9,0.4568023204803467
0.8,0.4211580276489258,5e-05,0.9,0.4668859958648682
0.8,0.41849508285522463,5e-05,0.9,0.45838232040405275
0.85,0.4117741584777832,5e-05,0.9,0.43597803115844724
0.8,0.42465524673461913,5e-05,0.95,0.4486271858215332
0.85,0.41259088516235354,5e-05,0.9,0.4401205539703369
0.8,0.4181371688842773,5e-05,0.9,0.4490785598754883
0.85,0.42795429229736326,5e-05,0.9,0.4734130859375
0.8,0.4216421604156494,5e-05,0.9,0.46414785385131835
0.8,0.40953450202941893,5e-05,0.9,0.44298806190490725
0.85,0.423982572555542,5e-05,0.9,0.47086257934570314
0.8,0.41582374572753905,5e-05,0.9,0.45288691520690916
0.8,0.41973295211791994,5e-05,0.9,0.4594543933868408
0.8,0.4128113269805908,5e-05,0.9,0.4443345546722412
0.8,0.41042728424072267,5e-05,0.9,0.4382208824157715
0.85,0.41507930755615235,5e-05,0.9,0.4508631229400635
