train_acc,train_loss,lr,test_acc,test_loss
0.2,1.9559961954752605,5e-05,0.2,1.9576759338378906
0.23333333333333334,1.9707462310791015,5e-05,0.2,1.9736559549967447
0.2,1.9128161112467448,5e-05,0.2,1.9182323455810546
0.3,1.843795903523763,5e-05,0.26666666666666666,1.8596914927164714
0.36666666666666664,1.7802227020263672,5e-05,0.3,1.8108097076416017
0.36666666666666664,1.7128660837809244,5e-05,0.3333333333333333,1.7533632914225261
0.36666666666666664,1.6401793162027996,5e-05,0.3333333333333333,1.6871775309244792
0.36666666666666664,1.5922471364339192,5e-05,0.3333333333333333,1.6470166524251302
0.4,1.545232391357422,5e-05,0.3333333333333333,1.607977040608724
0.4,1.493313471476237,5e-05,0.3333333333333333,1.5506927490234375
0.4,1.4546975453694662,5e-05,0.3333333333333333,1.523166020711263
0.4,1.410909652709961,5e-05,0.3333333333333333,1.4895891825358072
0.4,1.3828061421712239,5e-05,0.3333333333333333,1.4573318481445312
0.4,1.353762944539388,5e-05,0.3,1.4439224243164062
0.4,1.3282919565836588,5e-05,0.3,1.43406130472819
0.4,1.3174460093180338,5e-05,0.3,1.4186065673828125
0.4,1.2671858469645183,5e-05,0.3333333333333333,1.4036712646484375
0.4,1.2546312967936197,5e-05,0.3333333333333333,1.4085099538167318
0.4,1.2541362762451171,5e-05,0.3,1.3749677022298177
0.4,1.2081073760986327,5e-05,0.3333333333333333,1.3431809743245442
0.4,1.214055887858073,5e-05,0.3333333333333333,1.3377655029296875
0.4,1.1753271738688151,5e-05,0.36666666666666664,1.3010978698730469
0.4,1.1165320078531902,5e-05,0.3333333333333333,1.2603304545084635
0.4,1.1207463582356771,5e-05,0.36666666666666664,1.2635688781738281
0.4,1.1284341176350912,5e-05,0.3333333333333333,1.2932263692220052
0.43333333333333335,1.0946453094482422,5e-05,0.36666666666666664,1.194152577718099
0.4,1.0756375630696615,5e-05,0.3333333333333333,1.244568125406901
0.5666666666666667,0.9648789087931315,5e-05,0.3333333333333333,1.148455301920573
0.6333333333333333,0.9670944849650065,5e-05,0.36666666666666664,1.1591592152913412
0.5,0.9707087834676107,5e-05,0.3333333333333333,1.177014668782552
0.6666666666666666,0.9381900787353515,5e-05,0.4666666666666667,1.134725824991862
0.6666666666666666,0.9650323867797852,5e-05,0.43333333333333335,1.1846149444580079
0.8,0.8770020167032878,5e-05,0.6,1.0681227366129558
0.7666666666666667,0.8126697540283203,5e-05,0.5,1.022058868408203
0.7333333333333333,0.8315672556559245,5e-05,0.7333333333333333,0.95733642578125
0.7666666666666667,0.7660133997599284,5e-05,0.5,1.015667406717936
0.7333333333333333,0.8508837381998698,5e-05,0.6,1.0269571940104167
0.8,0.6999505360921224,5e-05,0.6333333333333333,0.9610054016113281
0.8,0.761802609761556,5e-05,0.5,1.0415518442789713
0.8666666666666667,0.7261590321858724,5e-05,0.7666666666666667,0.8817813237508138
0.8666666666666667,0.722053591410319,5e-05,0.7,0.9266398111979167
0.9,0.596887715657552,5e-05,0.8333333333333334,0.8392639795939127
0.9333333333333333,0.5895688374837239,5e-05,0.7333333333333333,0.8528693517049154
0.8666666666666667,0.6082211812337239,5e-05,0.8,0.804452387491862
0.9333333333333333,0.554583740234375,5e-05,0.6666666666666666,0.8895300547281901
0.9333333333333333,0.5515670776367188,5e-05,0.8,0.7711999257405598
0.9666666666666667,0.5507813135782877,5e-05,0.8,0.824295171101888
0.9,0.5131790796915691,5e-05,0.7333333333333333,0.7255795160929362
0.9,0.5720574061075846,5e-05,0.7,0.930320930480957
0.9,0.4408111572265625,5e-05,0.8,0.6737052917480468
0.9,0.48062146504720055,5e-05,0.6666666666666666,0.899072265625
0.9333333333333333,0.4072004000345866,5e-05,0.8,0.6403619130452474
0.9333333333333333,0.49557278951009115,5e-05,0.8,0.7816239674886067
0.9,0.4138481140136719,5e-05,0.8666666666666667,0.6482981999715169
0.8666666666666667,0.5475937525431315,5e-05,0.6333333333333333,1.0933237711588542
0.9,0.39041220347086586,5e-05,0.8333333333333334,0.6029438018798828
0.9666666666666667,0.3781553586324056,5e-05,0.7666666666666667,0.71753355662028
0.9333333333333333,0.4153591791788737,5e-05,0.6666666666666666,0.8798851648966471
0.9333333333333333,0.4031400680541992,5e-05,0.8,0.6639255523681641
0.9333333333333333,0.37977622350056967,5e-05,0.7333333333333333,0.7504857381184896
0.9,0.37767264048258464,5e-05,0.8666666666666667,0.7177272160847982
0.9333333333333333,0.3885802904764811,5e-05,0.8,0.7149596532185872
0.9666666666666667,0.30315640767415364,5e-05,0.8333333333333334,0.5803250630696615
0.9,0.3240915616353353,5e-05,0.8333333333333334,0.5497779210408529
0.9666666666666667,0.2973203659057617,5e-05,0.9,0.5622738520304362
0.9666666666666667,0.2875787417093913,5e-05,0.7666666666666667,0.6501165390014648
0.9666666666666667,0.3045735677083333,5e-05,0.7666666666666667,0.6673042297363281
0.9333333333333333,0.28750041325887044,5e-05,0.7333333333333333,0.6787597020467122
0.9333333333333333,0.2611805121103922,5e-05,0.8666666666666667,0.5354506174723307
0.9333333333333333,0.2790157636006673,5e-05,0.8333333333333334,0.5336959838867188
0.9,0.2725895563761393,5e-05,0.7666666666666667,0.5649535497029622
1.0,0.2684427897135417,5e-05,0.8,0.5970951080322265
0.9333333333333333,0.2892369270324707,5e-05,0.7,0.7264347076416016
0.9666666666666667,0.2947773615519206,5e-05,0.7,0.7197909037272135
0.8666666666666667,0.313512929280599,5e-05,0.7333333333333333,0.6273632685343424
0.8666666666666667,0.2838479995727539,5e-05,0.8,0.49063460032145184
0.9666666666666667,0.2276105562845866,5e-05,0.8,0.5910446166992187
0.9666666666666667,0.19848670959472656,5e-05,0.8,0.6292381286621094
0.9666666666666667,0.2429331620534261,5e-05,0.8666666666666667,0.5180593808492024
1.0,0.21133848826090496,5e-05,0.7333333333333333,0.6634905497233073
0.9666666666666667,0.2278067111968994,5e-05,0.9,0.4959689776102702
0.9333333333333333,0.24891713460286458,5e-05,0.6333333333333333,0.8280558268229167
0.9,0.27842362721761066,5e-05,0.7333333333333333,0.5671274820963542
1.0,0.19703954060872395,5e-05,0.8666666666666667,0.515154488881429
1.0,0.17792142232259114,5e-05,0.8,0.5922640482584636
1.0,0.21890179316202799,5e-05,0.7666666666666667,0.6335099538167318
0.9666666666666667,0.22207533518473307,5e-05,0.8,0.69777037302653
0.9,0.2832180976867676,5e-05,0.7,0.6232330958048503
0.9666666666666667,0.16840569178263345,5e-05,0.7666666666666667,0.5866411209106446
0.9666666666666667,0.16513188680013022,5e-05,0.8333333333333334,0.45943479537963866
0.9666666666666667,0.19550038973490397,5e-05,0.9,0.4631090482076009
1.0,0.16469211578369142,5e-05,0.8,0.5734694163004558
1.0,0.11033778190612793,5e-05,0.8666666666666667,0.3989916483561198
1.0,0.17768157323201497,5e-05,0.6333333333333333,0.8017088572184244
0.8,0.5728089014689127,5e-05,0.7,0.8524422963460286
0.9666666666666667,0.3021497090657552,5e-05,0.7666666666666667,0.684688949584961
1.0,0.1800094763437907,5e-05,0.8,0.6118590672810872
0.9666666666666667,0.159072208404541,5e-05,0.8,0.4892809232076009
1.0,0.1426797866821289,5e-05,0.8666666666666667,0.48110669453938804
1.0,0.13181918462117512,5e-05,0.8333333333333334,0.4964077631632487
1.0,0.11437702973683675,5e-05,0.8333333333333334,0.4967524846394857
1.0,0.11957728068033854,5e-05,0.8666666666666667,0.4704109827677409
1.0,0.1347223440806071,5e-05,0.7333333333333333,0.8553890228271485
1.0,0.21822201410929362,5e-05,0.8,0.5522609710693359
1.0,0.11108198165893554,5e-05,0.8666666666666667,0.4355533281962077
0.9666666666666667,0.15460362434387206,5e-05,0.9,0.46394122441609703
1.0,0.1423695723215739,5e-05,0.8,0.5834948857625325
0.9666666666666667,0.13209973176320394,5e-05,0.8666666666666667,0.5154017766316732
1.0,0.16083275477091472,5e-05,0.8333333333333334,0.49149792989095054
1.0,0.13644334475199382,5e-05,0.8666666666666667,0.5270228385925293
1.0,0.10371756553649902,5e-05,0.7666666666666667,0.5609571456909179
1.0,0.07252180576324463,5e-05,0.8333333333333334,0.49240395228068035
1.0,0.11566739082336426,5e-05,0.8333333333333334,0.4924201965332031
1.0,0.11258919239044189,5e-05,0.8666666666666667,0.4277833302815755
1.0,0.08273610273996988,5e-05,0.7666666666666667,0.5568951924641927
1.0,0.13671105702718098,5e-05,0.7666666666666667,0.5980859756469726
